epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
281,4638.14,0.23316,0.32743,0.14766,0.88403,0.99968,1,0.995,0.99367,0.99968,1,0.995,0.99392,0.17789,0.25586,0.14135,0.77682,0.000152,0.000152,0.000152
282,4652.35,0.24503,0.30199,0.15789,0.88419,0.99969,1,0.995,0.99356,0.99969,1,0.995,0.99427,0.17705,0.25787,0.14218,0.7747,0.0001454,0.0001454,0.0001454
283,4667.66,0.23301,0.30143,0.15001,0.88243,0.99968,1,0.995,0.9943,0.99968,1,0.995,0.99454,0.17297,0.25459,0.14057,0.7712,0.0001388,0.0001388,0.0001388
284,4683.98,0.25009,0.31572,0.15303,0.89211,0.99968,1,0.995,0.99433,0.99968,1,0.995,0.99427,0.17322,0.25436,0.13573,0.77281,0.0001322,0.0001322,0.0001322
285,4700.39,0.25592,0.33065,0.15618,0.89198,0.99969,1,0.995,0.99385,0.99969,1,0.995,0.99454,0.17601,0.2545,0.13284,0.7729,0.0001256,0.0001256,0.0001256
286,4718.93,0.23693,0.29326,0.15099,0.88832,0.99968,1,0.995,0.9942,0.99968,1,0.995,0.99421,0.17359,0.25388,0.13276,0.77167,0.000119,0.000119,0.000119
287,4736.78,0.233,0.29628,0.1444,0.88365,0.99968,1,0.995,0.99425,0.99968,1,0.995,0.99351,0.17621,0.2549,0.13529,0.77232,0.0001124,0.0001124,0.0001124
288,4751.45,0.2316,0.29979,0.15065,0.88843,0.99968,1,0.995,0.993,0.99968,1,0.995,0.99348,0.17914,0.25669,0.13246,0.77414,0.0001058,0.0001058,0.0001058
289,4764.78,0.2326,0.2959,0.14607,0.89494,0.99969,1,0.995,0.99363,0.99969,1,0.995,0.99367,0.17539,0.25469,0.12569,0.77183,9.92e-05,9.92e-05,9.92e-05
290,4778,0.24548,0.31765,0.15134,0.88957,0.99969,1,0.995,0.99292,0.99969,1,0.995,0.99365,0.17218,0.25418,0.12401,0.77067,9.26e-05,9.26e-05,9.26e-05
291,4796.51,0.14918,0.21015,0.11202,0.84964,0.99967,1,0.995,0.99453,0.99967,1,0.995,0.99396,0.17307,0.25661,0.12475,0.77212,8.6e-05,8.6e-05,8.6e-05
292,4815.62,0.15113,0.21139,0.10743,0.82848,0.99966,1,0.995,0.9945,0.99966,1,0.995,0.9943,0.17226,0.25489,0.11795,0.77118,7.94e-05,7.94e-05,7.94e-05
293,4830.15,0.15293,0.21617,0.10732,0.83427,0.99965,1,0.995,0.99446,0.99965,1,0.995,0.99378,0.16976,0.25436,0.11781,0.76909,7.28e-05,7.28e-05,7.28e-05
294,4846.29,0.14511,0.20689,0.103,0.84215,0.99968,1,0.995,0.99451,0.99968,1,0.995,0.99382,0.17251,0.25431,0.11493,0.7705,6.62e-05,6.62e-05,6.62e-05
295,4863.15,0.14882,0.20964,0.10383,0.84045,0.99968,1,0.995,0.99461,0.99968,1,0.995,0.99396,0.17291,0.25555,0.11134,0.77064,5.96e-05,5.96e-05,5.96e-05
296,4882.32,0.14801,0.20738,0.10653,0.83112,0.99968,1,0.995,0.99456,0.99968,1,0.995,0.99391,0.17195,0.25587,0.11314,0.7698,5.3e-05,5.3e-05,5.3e-05
297,4895.85,0.14868,0.20799,0.10748,0.84553,0.99967,1,0.995,0.99457,0.99967,1,0.995,0.99428,0.16867,0.25694,0.11182,0.7679,4.64e-05,4.64e-05,4.64e-05
298,4915.46,0.14502,0.20936,0.10216,0.84407,0.99968,1,0.995,0.99454,0.99968,1,0.995,0.99324,0.16751,0.2569,0.11049,0.76702,3.98e-05,3.98e-05,3.98e-05
299,4933.37,0.14524,0.21405,0.10154,0.83935,0.99968,1,0.995,0.99461,0.99968,1,0.995,0.99437,0.16763,0.25562,0.11033,0.76718,3.32e-05,3.32e-05,3.32e-05
300,4950.48,0.14569,0.20515,0.10288,0.84829,0.99968,1,0.995,0.9947,0.99968,1,0.995,0.99445,0.16642,0.25515,0.11153,0.76776,2.66e-05,2.66e-05,2.66e-05
